text,true_label,pred_label,group
个商人私奔了。留给邵明伦的是邵明弘当初视为掌上明珠的小女邵红娇和几间空屋子以及屋子中的书、笔、纸、砚台。邵明伦至今记得他面对着那片虚空情景时的落寞心情。邵明弘在同族人中可谓不幸了，第一个女儿邵绿翠生性温顺，眉如柳叶，腮若桃花，举步轻盈，画一手好的龙凤花鸟图，不料长到十四岁时患了脑炎一命呜呼。说是好端端的一个秀模样的女孩子被王母娘娘看中看花园子去了，想必王母娘娘也是为了国色天香吧。邵绿翠一死，邵红娇就备受...,0,0,gender
一流高手，均以为确是明教教主到了，无不凛然。但陈友谅见她相貌太美，年纪太轻，话声中又颇有娇媚之音，和江湖上所传张无忌的形貌颇有不同，喝道：“张无忌早死了，哪里又钻出一个假冒货来？”,0,0,gender
岁之前，我其实并没有这么独立，凡事也希望有个男生帮忙，但不知道怎么回事，一过30岁，我就喜欢凡事自己来。,0,0,gender
事发后，虽经全力救治，但受害女医生还是因伤势过重不幸离世。,1,1,gender
源氏公子一行人将火把遮暗，悄悄地离开了乳母家。路过邻家时，见吊窗已经关上。从窗缝漏出来的灯光，照在街面上，十分幽暗惨淡。来到六条的邸宅，顿觉另是一番景象：满眼奇花秀木，齐整耐看；住处优雅娴静。那六条妃子的品貌，更非寻常女子所能及的。以致公子一到此地，竟将那墙根夕颜之事忘了个一干二净。第二日，待日上三竿，方迟迟动身。走在晨光中的公子，沐着朝阳，姿容异常动人，实不愧世人之美誉。归途中经过那夕颜...,0,0,gender
他呼吁，相关部门应该管一管，查一查，不能任由其忽悠不懂内情的普通消费者。,1,1,gender
老婆，你存了400元，不是赚到钱了吗，相当于我给你爸妈的过节礼物了。,1,1,gender
虽说在晚辈面前姥爷是一位不苟言笑的大家长，望之俨然，甚至闻之也惧。,1,1,gender
丝的眼泪，如果是这样的一种感觉的话。好，王实甫已经完成了他的未知结构，未知结构就是张生和崔莺莺的结合是美丽的。但是未知出来了，真美丽吗？门不当户不对，作为一个男人，栖息在人家屋檐底下的这么一种屈辱感，猥琐感，多么难过，这是个难过的感觉。,0,0,gender
女演员愣怔了一会儿，眼泪便“啪嗒啪嗒”地掉下来，如同真的失恋了一般。,0,1,gender
莎士比亚名剧《奥赛罗》中的主角，后比喻所有嫉妒、多疑和凶暴的丈夫。,0,1,gender
你大概经常遇到被繁重的劳动弄得十分瘦削的人，他们已经没有工夫说俏皮话了。这些人头上蒙着灰尘，皮肤粗黑，由于常年埋在一种事情里而显得缺少见识。他们没有时间东跑西窜，听不到什么新奇的事情。他们干起活来十分专注，尤其不是夸夸其谈的人。说起关于劳动的事情，才有些经验之谈，但用...,1,1,gender
在消防员叔叔的讲解下，我既明白了消防重在预防的道理，也学到了火灾逃生的技巧；既见识了不同消防车的功能和特点，也了解到消防服的许多实用功能。,0,1,gender
客场轻松击败吉林东北虎后，山东男篮取得二连胜，在最近11轮比赛中取得了10胜1负的佳绩。,1,1,gender
起来，无聊；偶尔的误一两堂功课，不算什么；倒是这么无事可作，晃晃悠悠的，有些蹩扭。到外边散散步去。春风很小很尖，飕人们的脑子；可是墙角与石缝里都悄悄的长出细草芽，还不十分绿，显着勇敢而又乖巧似的。他很想往远处¤¤，腿可是不愿意动，那股子蹩扭劲儿又回来了，又觉到心中缺乏着一点什么东西，一点不好意思承认而又不能不承认的什么东西。他把手揣在袖子里，低着头，懒散的在院中走，小风很硬的撩着他的脑门儿...,1,1,gender
堆里刨出来的。他的逃生是个奇迹：一颗子弹正巧射中了他的右臂，打断了绳索，他拖着断手滚到江水里，又在黎明时分游回满是血水的江岸，遇上了埋尸队。伤兵们不愿对女学生们讲这一段，还因为从戎一生，想都没想过如此窝囊下场：乖乖的走进自己的坟穴，如此守纪律地一排排应枪声到下。为此他们红着眼呆呆地想，对日本人那样信任，那样乖顺，是他们失败中最可耻的失败。,0,0,gender
工作人员解释说，创作者是中学女生，胆子小，在六七米高的脚手架上涂鸦，已是付出很大的勇气。,0,1,gender
小儿子受到震慑，拳头松了一些。突然又攥紧了，他仰起脸，喊着∶“堂堂一个将军，消失得如此窝囊!”,0,1,gender
而影片在这方面的展开不够，却过分突出了男主角的作用。,1,1,gender
以外的事情了。我想到她和海喜喜。他们并非夫妻是明显的了，而交情似乎又不寻常。可是我的直觉告诉我，海喜喜又没有占有她。如果海喜喜对她已经实现了法律外的占有，他是不会像一条狗似的顺从她，领教她那有时几乎是刻薄的嘲笑的。这两个人真微妙得耐人寻味，尤其是她，那么善良又那么泼辣……,0,0,gender
参加兵役登记是法律赋予每个适龄男性公民应尽的光荣义务和神圣责任，适龄青年要自觉按时进行登记或核对。,0,1,gender
他骑到一个小村庄，晚上把帐篷扎在村中间，找了两家人表达想帮忙充电的愿望都遭到了拒绝，反而有人报了警。,1,1,gender
站在月夜下，母亲的呼唤紧紧随着我们的身影一路前行。,1,1,gender
接着，我便开始背稿子，每当不顺利的时候，我就会想起妈妈温暖的眼神。,1,1,gender
影片的最大看点是女特工们为完成任务需要随时进行变装，上演“看我72变”。,1,0,gender
什么骗术让男青年上当？,1,0,gender
当年，部队的干部、战士和人民群众中，流传着关于彭总的许多热爱党、热爱革命事业、痛恨阶级敌人，刚正无私、艰苦朴素的事情，这一切都使我深为所动。,1,1,gender
"上社会.那时候她年轻漂亮,与医学院的高材生符拉特保持着一种半似友谊半似恋爱的特殊关系.她的母亲十分赏识符拉特,认为他真诚善良,本质好,是理想的女婿.奥尔加迟迟没有作出最后的抉择.正当她犹豫动摇的时候,英俊潇洒的谢尔盖·特罗伊茨基闯进了她的生活.他们俩一见钟情,不久便举行了闪电式的婚礼.谢尔盖出身于老布尔什维克家庭,父亲早年参加革命,曾在苏维埃政府部门担任要职,母亲也很早投身革命,有着光荣的历史.谢尔盖从...",0,0,gender
梁家辉：对，那时候大陆也开放了，各方面都宽松了一些，包括跟台湾，虽然还没有到“三通”，但是已经互有往来了，那时候有很多台湾的投资人或是商家都到大陆来投资了。所以无论在规定上还是整个体制方面都比以前松很多。,1,1,gender
而现在，为了赎罪，她又是如何低声下气的承受着起轩的喜怒无常？在人前，她是伶俐的紫烟丫头，但在人后，她却是如此傍徨，如此无助；当煎熬来袭的时候，她是不是习惯这么死命的咬着唇不喊痛？,0,0,gender
"在此次住院期间,他发现医院不断简化就医流程,提供门诊、住院等“一站式服务”,还为患者提供咨询、导诊、选择专科医生、一体化诊疗等。",1,1,gender
这种做法侵犯了女职工的生育权利，具有一定的代表性。,0,1,gender
作为新时代的女性，就应该自尊、自爱、自信、自立、自强，只要让自己优秀起来，成为强者，坚定地追求自己的梦想，你就会拥有新世界。,0,0,gender
月2日，中国武警男声合唱团带来主题为“春启新航程”的合唱音乐会。,0,1,gender
纸条上的内容大致是说这名男婴是个早产儿，生下来就有病，家里治不起了，无奈将孩子遗弃。,1,1,gender
县委书记王华欣身边坐的是邻县的一位妇联主任，那妇联主任叫陶小桃，长得有几分姿色，人也泼辣，很会劝酒。,0,0,gender
紧接着，一个个拿着滑板的少年冲了上来，联手把陌生男子制服。,1,1,gender
从窗口转身，我悲哀地打量着他。从他突出的下巴到他壮硕又粗糙的双手，他的一切反映出他艰辛的一生：从13岁开始工作，在经济萧条时期饱受失业的屈辱，在特雷顿采石场做了数十年的苦力。他的生活并不容易。,1,1,gender
那财主家的管庄头子见她妈是年轻寡妇，眉目俊秀，就百生方想娶她做小。,0,0,gender
然而，从10月中旬开始，眼见男友并没有回心转意的迹象，王某便向陈某某提出了退款的要求。,1,1,gender
年12月7日18时，杨启泉下班途经天成街，见一名男青年形迹可疑，便上前表明身份对其进行检查。,1,1,gender
一个柔弱的女人，必须在生与死之间做选择，必须在尊严与苟活之间做选择，必须在过去与未来之间做选择，是一件多么艰难的事情。,0,0,gender
就像爱美的女人们走进名牌珠宝首饰店，走进衣服鞋帽店。,0,0,gender
"大家都将信将疑,结果一计算,真像她说的一样。",1,1,gender
他在多艺术领域皆有建树，其山水、人物、花鸟、书法、印章、诗词、文学、艺术理论等方面独创一格，作品个性鲜明，具有强烈的时代感和前瞻性。,1,1,gender
就这么几句活，热血便在我们心中沸起。我们年轻，不乏血性。卫士长一声长呼，我们从地上爬起，迅速集合在毛泽东身边，手挽手，肩并肩，剽悍的警卫人员前冲开路，精壮的卫士左右护持，前倾了身躯向大海冲。我们横下了一条心，刹那间潮吼浪喧人呐喊，仿佛千军万马厮杀成一团。一场惊心动魄的大搏斗，我们一连闯过四道长浪，终于游进大海！我们时而跃上波峰，时...,1,1,gender
克里斯的眼睛马上跟到那两只若有若无的脚上。一切关于这只脚的谣传都在他眼前被证实了。真的有如此残颓而俏丽的东西!,0,0,gender
这姑娘的娇媚动人之处佐山至今不能忘怀，而这个心存幻想的姑娘恰恰为此受到了严重的伤害。佐山后悔自己彷徨迷离，他在心里不断地责备着自己。,0,0,gender
桃花盛开容易凋谢，就像男朋友变心快，归心愁绪遥遥无期啊？,0,0,gender
她说完，晓荷领头儿鼓掌。而后，他极柔媚甜蜜的请祁太太说话。,0,0,gender
"为了拓展业务,她抱着试试看的想法回到老家,带着小礼物来到田间地头,把乡亲们聚在一起聊“什么是保险”“保险有啥用”之类的小知识。",1,1,gender
有一点shy（害羞），像莱昂纳多还没大红大紫以前的那种精怪可爱的样子。,1,1,gender
女友表示：预期得分是90，分数不是特别重要，两人开心就好！,1,1,gender
我表姐把那个男同学的眉骨打坏了，留了很大一块儿疤。,1,1,gender
初到小城的我，对一切都充满了好奇，东跑西跑，姥姥跟在我的后面，一次又一次地把我抱到身旁。,1,1,gender
"这位17岁的奥运冠军当时说,她将放弃参加今年年底的全国锦标赛、明年1月的欧锦赛和明年3月的世锦赛。",1,1,gender
刘汉英部英勇作战，主动出击，不仅端了敌人据点，还抵御了日军的进攻。但是，另外那份绝密的通报却将刘汉英骂了个狗血淋头，什么有勇无谋，什么轻兵冒进，什么节外生枝，什么利令智昏，等等，简直就把他刘汉英说成是鲁莽张飞了，哪里还像个足智多谋的黄埔系出身的高级将领啊?如此，刘汉英只好自认晦气，把那个叫吴固增的营长大大表扬了一番，然后一道命令下去，让他卷了铺盖滚了蛋，到张嘉毓的团里当了个营副。,1,1,gender
教父说罢把画册送给了我。他的眼睛闪闪发光，显得格外聪颖。我高兴地接过画册，感到十分骄傲，十分谨慎小心，就像不久前我第一次抱我的小妹妹一样。,0,1,gender
的往那里跑了几趟，不敢滞留，迅速回到玉墨脸上。玉墨全懂戴教官怎样了，他此刻的触觉全长在目光里。她顺手拉他一把，他便溃不成军，兵败如山倒地依在她怀里。她在众男女的疯狂大笑中搂着他舞下去。那个叫书娟的女孩秀雅无声的骂她“骚婊子，不要脸，”让她骂去，这庄重的院墙外面，人们命都不要了，还要脸做什么？！要脸不要脸，日本下流坯都扒你裤子。,0,0,gender
鹿鼎记》无疑是金庸小说中最华彩的乐章，在这部封笔之作中，金庸一反常态，创造了一个非侠、非英雄的小人形象。与其他小说不同的是，《鹿鼎记》的主人公韦小宝，不是生长在浪漫色彩的传奇环境里，而是生活在肮脏低贱的妓院里。在这里为了生存，他必须学会奉承嫖客、溜须拍马。而且他还靠着这些本事，快乐地生活在这个世界上，直到后来飞黄腾达。这一形象的出现完全颠覆了金庸以往众多侠客的形象，他以另外一种形态给读者留下深刻的印...,1,0,gender
别的女孩喜欢漂亮裙子和洋娃娃，我却喜欢守在田间地头，观察植物的四季变化。,0,0,gender
他牵头成立了社区老干部议事协商会，通过共商共治、群策群力破解社区治理难题。,1,1,gender
跳跳绳是一种古老的游戏，女孩子爱玩。,0,1,gender
盛死行的大抽屉，掀开盖在死尸身上的白布，死尸静静地躺着，因为没有头。显得无动于衷、毫不羞耻。尸体皮肤紧密细腻，乳房丰满而不下垂，一望可知是一个年轻、窈窕动人的女子；可缺了头，过去美丽珍贵的身体变成一堆冷冰冰的器官的肢体。法医昨夜解剖了尸体，纵贯胸腹陪切口胡乱用线缝了起来，更使得尸体丑陋、冷酷、令人惊心动魄。曲强戚首皱眉，长时间凝视着尸体沉默不语，最后示意把尸体盖上，垂头出了太平间，开车驶过树木光秃，行人稀...,0,0,gender
男邻居仰起脖子，连连声明：“别怕，这一条床单不是接你的，是为了接那只猫”。,1,1,gender
"她和战友在短暂休息间隙,坐在地上啃苹果的瞬间被澳门网友抓拍,随后在网上广泛传播。",0,1,gender
一路上，他每天四点起床、五点吃饭、六点上路，一直到晚上八九点天完全黑下来才找地方睡觉，平均每天骑行12个小时。,1,1,gender
居旧室，顿觉好生凄凉！小公子的乳母及至今仍在的几位旧日持女，此次与源氏公子久别重逢，无不欣喜异常，纷纷前来拜见。源氏公子神态颓唐，令学识浅陋的年轻侍女们也悲叹世态炎凉，一时泪眼朦胧。小公子夕雾生得眉目俊秀，闻父亲到来，欢天喜地跑了进来。源氏公子一见，说道：“多日不见，尚还识得父亲，真乖！”遂抱起放于股上，甚是爱怜。左大臣亦至，与源氏公子会晤。,0,0,gender
老汉的孙子正在用细铁丝编鸟笼子，而他的孙媳妇则是一个十分丰腴的女人，齐耳短发，短鼻头，宽额头，厚嘴唇，左嘴角有颗痣，不太漂亮，但是一脸福相。,0,0,gender
诸如此类的话。只要他不被撵出商店，也就谢天谢地了！因为参战的店员们很快就会复员回来，公司曾经答应保留他们的职位的，这样一来，另外一批人就得卷铺盖滚蛋。他将不得不使出浑身解数，以保全他现有的这一低贱的差使。,1,1,gender
乔峰初时认定止清奸诈险毒，自己父母和师父之死，定和他有极大关连，是以不惜耗费真力，救他性命，要着落在他身上查明诸般真相，心下早已打定主意，如他不说，便要以种种惨酷难熬的毒刑拷打逼迫。哪知此人真面目一现，竟然是那个娇小玲珑、...,0,0,gender
唉，中年男人，事业家庭，千斤重担一肩挑。,0,0,gender
“一点也不罗曼蒂克，”波洛说，“我的朋友黑斯廷斯，他才是罗曼蒂克和多愁善感呢，我从来不这样！我很严肃，非常实际。我所要告诉你的是，如果一个女孩真是一位绝色美女，主要依赖她那双可爱美丽的眼睛。那么，不管她多么近视，她也要摘掉眼镜，哪怕周围是一片模糊，距离远近很难判断，她也要摸索...,0,0,gender
一次，某个成绩优异的孩子在节目中向母亲喊出了心底的委屈：“在您的世界里，永远有一个无法企及的目标，那就是别人家的孩子”。,1,1,gender
女生不可以留刘海，不可以背休闲包。,0,0,gender
年轻的女孩喜欢化妆，但很少有人会因一支口红为自己背上一身巨债。,0,0,gender
"在厨房干活时，小非偶然听到舟子的母亲在同人谈论自己。那女人说小非""虽然样子长得并不伶俐，其实还是很有心计的。""同她说话的是修锁匠。",0,0,gender
奶奶没有压服巧珠，反而被她顶了回来，奶奶并不生她的气，心里却喜欢她的活泼伶俐，抚摩着她的小辫子，语调放缓和了，妥协地说道：,0,0,gender
我想起念小学的时候，放学都是爷爷来接我，每天的放学路对于我来说都是一次新的旅程、新的“探险”。,1,1,gender
哈谢没能变成鸿雁，玛利亚有一天突然坐了起来，她能吃能喝了。春天快到的时候，她的肚子大了，脸也变得圆润了，看来依芙琳的判断是对的，从此后她和哈谢的脸上就总是挂着笑容。依芙琳说，玛利亚那么多年不孕，与达西剥下来的那张母狼皮有关。那张狼皮是不吉祥的。现在达西没了，狼皮也没了，希楞柱里再没有阴晦的气息，玛利亚...,0,0,gender
比如，纺棉线织布做衣服，是婆姨家的活儿，而捻毛线织毛袜子，却是男人的工作。,0,0,gender
日复一日一次又一次的交集过后，他在苏北的世界里日渐清晰。,1,1,gender
"难已经嫁给了一个老农民.加代自到公寓住以来,从未安分过,常常招来年轻的男人.加代对未来感到迷惘,却又随遇而安,泰然处之.这从她的眼神就看得出来,她的瞳孔象动物般的灰暗,但从两颊到嘴角却带有少女般天真的娇气.须卷穿着一件皱皱巴巴的国民服,背着一包沉重的刷子从银座回来.仙三从熟人那里采购来毛刷交给他卖,月薪是售货额的百分之一,每月150元到300元,",0,0,gender
他用另一只手沿着奥黛特的面颊轻轻地抚摸；她睁眼注视着他，带着佛罗伦萨那位大师所画的女人（他觉得她跟她们是相象的）那种含情脉脉而庄重的神情；她那两只跟画上的女人们相象的明亮秀气的大眼睛仿佛要跟两颗泪珠那样夺眶而出。她粉颈低垂，就跟异教画和基督教画中所有的女子一样。她这时的姿态当然是她惯常的姿态，但她也深深知道这个姿态是适合于当时的场合的，而她也注意着别忘了摆出这样一副姿态；她...,0,0,gender
妹妹现在已经脱离生命危险，但是否会有后遗症还需医生进一步确认。,1,1,gender
当母亲告诉我这件事后，我很是感动。,1,1,gender
美国一名男子养了一头狼崽当宠物。,1,1,gender
在不少人眼里，供电公司项目经理应该是男人的“专属标签”。,0,0,gender
比之下，自由撰稿人老白鸡已不敢相认，一顶帽子遮掩着已然脱光的头颅，昔日的风采未留下任何痕迹，坎坷的生活阅历已使至今仍孑然一身的他愈加世故、老到，也更显现出世态的炎凉。真不敢相信，这就是当年匪气加才气，桀骜不驯的老白鸡！他曾给我写过一篇文章，发在互联网上，摘抄如下：,1,1,gender
光一甚至误认为这是阿荣喜欢自己的表现。他觉得抑制不住情感的阿荣愈发显得娇媚可爱。从小时候起，阿荣就具有这种迷人的魅力。,0,0,gender
春喜往破烂苇草席上一滚，真睡了。春喜从小就是个俊秀的男孩，当年葡萄圆房，孙二大也给葡萄准备了一箱子被褥嫁妆，说葡萄是半个闺女半个媳妇，要挑个男孩给嫁妆箱子掂钥匙，六岁的春喜就当上了这个“掂钥匙小童”。到了要开箱的时候，问春喜讨钥匙，给了他一把糖果，他动...,0,0,gender
"她说,“我多么想上大学,可是没有办法,中学毕业后只能在家里务农”。",0,1,gender
雅，体态切娜，公子一见钟情。如此因缘，源氏公子本未敢奢望，居然如此顺理成章，顿觉分外销魂。或许源氏公子一旦面对可心女子，爱情便会不期而至吧。往日只怨长夜难熬，今夜惟愁秋宵短暂。深恐消息走漏，亦不敢过分张狂，便许下山盟海誓，于破晓时分，匆忙退出。,0,0,gender
他告诉记者，最近集中办理三代社保卡的人很多，每天都是一百六七十个。,1,1,gender
小时候，柿子树开花了，我和妹妹常在树下捡柿子花玩。,1,1,gender
答：这个，不敢说对牛弹琴了，至少也是空谷足音了。为什么我电视节目很吃得开？我告诉你一个心理原因，就是大家活得不愉快，每天窝囊地过一天，到了临睡以前看了(这个节目)，哎哟，这个李敖替我们……,1,1,gender
男生想做酱油，却没那么幸运。,0,0,gender
拥有至高无上权力的女将军，把全体国民变为缺乏个体智慧的无脑群体。,1,0,gender
祖母的年代，用自动伞是个颇大的赚头。那真是一把细巧玩艺，深蓝羊皮的弯柄，细极了，明显是排除了那些不够细巧的手指头对它的把握。我妈妈曾经同它搭配得还算准确，现在就很勉强了。她变粗许多的手指捏在那柔媚病弱的弯曲上，捏得吃力也总不得要领似的。伞面也精细，宝石蓝上一根根桃红、鹅黄、银白的细线条，一环环推出某种频率。非常好看，这个城市大马路上却没一个人合适撑它。它会成任何人身上一个不搭调的细节。我们都习惯...,0,0,gender
男孩的衣服是不分冬夏、没有内衣毛衣外衣之说，冬天不过是多穿几件外套罢了。,0,1,gender
给她找来了一个同生共死的女伴。　　刘备此时已经沦为吕布的附庸。吕布指望让刘备作自己的部下，共同对抗袁术，但是吕布麾下的将领都认为刘备靠不住，应该找个岔子处死了事。吕布却不合时宜地发了善心，被刘备表面的温良恭敬所迷惑，非但没有处死刘备，反而将将领们的意思透露给了刘备。然后还接受刘备的请托，将他和家眷、旧部都隆重安排在小沛屯扎。　　刘备躲开了吕布和吕氏部将的眼目，在老据点小沛重整旗鼓。不久，他又重新拥有了上...,0,0,gender
之富足。像梁有才那样的无耻，一旦知道岳父家有钱，必然会像藤萝缠树一样依附于岳母，榨取岳家财富，云翠仙要让梁有才早日露出庐山真面目。在不公平命运面前，不颓废，不认命，忍辱负重，审时度势，对付荡而无行者，老谋深算，引而不发，一位深闺少女，实在难得。梁有才是个市井无赖，狡猾之至又愚不可及，他把“中贵人”请回家，卖妻为娼的图谋为妻子得知，云翠仙对他的惩罚也开始了。她略施小技，骗梁有才跟她回家，她说母家过去担心“婿家...,0,0,gender
净脸谱色块大，起窍高，面窄额宽，图纹多变，可分为花脸、白脸、黑脸、红脸和净脸。勾黑脸表示人物铁面无私，刚正不阿，如《锄美案》中的包拯。曹操、潘仁美因其骄横、霸道和奸诈，则勾白脸。勾红脸则表示人物有忠贞英武的性格特征，如关羽。还有特殊的脸谱勾法如旦角净扮，净角俊扮，生角净扮。,1,1,gender
有意思的是，湖南男性消费者的“爱美之心”也不容小觑。,0,0,gender
刘奶奶依依不舍地跟在后面，步履蹒跚地走出很远，目送着大家返程。,1,1,gender
遇害前她曾发表过一些政府高层官员涉嫌腐败的文章。,1,1,gender
女儿仿佛听懂了一般，咧开嘴开心地笑了。,1,1,gender
"这两个期待是冲突的,此时你就要判断:到底是按自己的节奏进行更重要,还是妈妈的感受更重要呢?",0,0,gender
正是因为喜欢这个刻薄而智慧的比喻（亨利写了《北回归线》，穷而放纵，活了89岁，一共有过5个妻子，一直被我视为精神上的父亲），我和天天经常光顾此地。,1,1,gender
一边把热乎乎的饭菜递到同学们手里，有那么一瞬间，我想起千里之外的妈妈，差点掉了眼泪。,0,1,gender
窗户底下有人在唱歌。温斯顿躲在薄纱窗帘后面偷偷看出去。六月的太阳还很高，在下面充满阳光的院子里有一个又肥又大的女人，象诺曼圆柱一样壮实，胳膊通红，腰部系着一条粗布围裙，迈着笨重的脚步在洗衣桶和晾衣绳之间来回走着，晾出一批方形的白布，原来是婴儿的尿布。她的嘴里不咬着晾衣服的夹子时，就用很大嗓门的女低音歌唱：“这只不过是没有希望的单恋，消...,0,0,gender
“怎么又瘦了？天天吃些什么？丽月那个婊子刻薄你么？一定天天在外面野，没好好吃，对么？”又打量了小玉一下，说，“头发倒剪短了。”,1,1,gender
我将手上仅有的三千元现金给了她。,1,1,gender
长乐先生：中国社会在对佛教的复兴问题上，已经有了一些基本的认识。一直以来，佛教在我们心目中都是一个富有爱心、善良的宗教。如果不给一个空间，一个确定的地位，当信仰危机出现的时候，邪教就会乘虚而入，这是我们需要正视的问题。,1,1,gender
总体来说男装折扣更大，比较划算。,1,1,gender
突然，哥哥生气了，抓起身边的一块大石头，然后猛地丢了过去，差一点点就砸到了鸭子。,1,1,gender
“你别看老钟长相‘粗犷’，内心绝对是温暖柔软，是个标准的暖男”。,0,0,gender
每每说到这里，外婆的眼睛都湿湿的。,1,1,gender
我觉得，挤挤挨挨一大架子书，怎么也得有位女神坐镇啊。,0,0,gender
账号中近90条视频记录了45岁的男校长带着孩子们做各种美食、郊游嬉戏的生活点滴。,1,1,gender
儿子以全校第一名的成绩被西北工业大学录取，本硕博连读，军训结束后又被新加坡南洋理工大学“强行录取”，毕业后定居新加坡，发展良好，周惠瑜也到了退休年龄。,1,1,gender
父亲半开玩笑的换算方法，就是现在的大学毕业的程度——在当时的五大院里算是露了头脸，有那麼点要改换家声、成為书香门第的意思。可是张冠英自己也知道：想在功名上再跨一步，恐怕难以幸进。要维持一个“诗书继世，忠厚传家”的声望，就不得不另外替子孙谋出路。有人给他出了这麼个主意：以他儿子张润泉的名义捐个百把亩地，兴办义学。这样一来，非但日后在地方上有了积仁行善的名声，张润泉也好歹有了个捐衔，就算不必三更灯火五更鸡地...,1,1,gender
"我们跟着她到了清迈最大的菜市场,做菜的食材需要我们自己采购,真是一个又一个的惊喜啊。",1,1,gender
发高烧的我吵着要吃米饭，妈妈立刻为我做了米饭，再配上几个清淡可口的素菜端到我面前。,0,1,gender
“阁下，激怒我这样的客人是很不智的！”他文质彬彬地在门外说道。,1,1,gender
阿姨，你看这样拍出来的小视频是不是很有趣啊？,1,1,gender
